date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-4784000000.0,-3515000000.0,40000000.0,1304000000.0,-1405000000.0,-23119000000.0,-5403000000.0,2232000000.0,2001000000.0,4584000000.0,3032000000.0,-284398000.0,711954000.0,2812358000.0,2552451000.0,2623730000.0,1668754000.0,1121885000.0,554329000.0,723399000.0,713056000.0,200900000.0,-129400000.0,154900000.0,121400000.0,20200000.0,42800000.0,37300000.0,47800000.0,34600000.0,40300000.0,22100000.0
,depreciationAndAmortization,0.0,0.0,140000000.0,144000000.0,158000000.0,324000000.0,410000000.0,410000000.0,0.0,4204000000.0,3083000000.0,5213224000.0,7850258000.0,2347791000.0,1816359000.0,1419430000.0,1224623000.0,1075449000.0,822045000.0,753263000.0,583546000.0,447700000.0,630500000.0,387900000.0,320200000.0,302200000.0,236500000.0,180200000.0,173400000.0,135800000.0,116800000.0,96300000.0
,deferredIncomeTax,-112000000.0,14000000.0,-222000000.0,-1180000000.0,-833000000.0,-5778000000.0,495000000.0,263000000.0,677000000.0,0.0,0.0,-231110000.0,-1235944000.0,889527000.0,751457000.0,598927000.0,444906000.0,546357000.0,137672000.0,305214000.0,350703000.0,77500000.0,-81900000.0,68300000.0,61300000.0,29400000.0,25400000.0,20600000.0,14000000.0,4200000.0,16600000.0,10100000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-186000000.0,-380000000.0,-675000000.0,-237000000.0,-513000000.0,-840000000.0,1085000000.0,2240000000.0,-414000000.0,-116000000.0,-2237291000.0,357545000.0,1748511000.0,1408576000.0,-1296854000.0,-90378000.0,-12803000.0,-155852000.0,59255000.0,98618000.0,70373000.0,85100000.0,-83300000.0,46000000.0,-19500000.0,-9100000.0,49600000.0,-18800000.0,11400000.0,-70800000.0,-8900000.0,40400000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,19000000.0,-41000000.0,-6000000.0,32000000.0,-27000000.0,21000000.0,-44000000.0,-70000000.0,-59000000.0,-37000000.0,35000000.0,-5172000.0,-22295000.0,39787000.0,10238000.0,11295000.0,-659000.0,-4216000.0,717000.0,-3005000.0,0.0,0.0,0.0,-800000.0,-1500000.0,0.0,0.0,0.0,-3600000.0,0.0,0.0,0.0
,accountsPayables,-167000000.0,-5000000.0,77000000.0,63000000.0,-63000000.0,-489000000.0,-294000000.0,479000000.0,-100000000.0,241000000.0,214000000.0,-180336000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-3000000.0,106000000.0,486000000.0,1161000000.0,1398000000.0,1911000000.0,2751000000.0,1666000000.0,-574000000.0,-160000000.0,-44000000.0,2193291000.0,1835746000.0,87235000.0,-1321341000.0,-24487000.0,65891000.0,78694000.0,234546000.0,175291000.0,76673000.0,6300000.0,-78800000.0,4500000.0,-41500000.0,-22000000.0,-12900000.0,-62500000.0,-43700000.0,-55100000.0,15700000.0,24600000.0
,otherNonCashItems,422000000.0,877000000.0,584000000.0,705000000.0,673000000.0,247000000.0,130000000.0,503000000.0,458000000.0,200000000.0,301000000.0,3028000.0,101348000.0,96438000.0,88931000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,-100000.0,5800000.0,0.0,0.0,200000.0,-100000.0,2000000.0,0.0,100000.0
,netCashProvidedByOperatingActivites,1388000000.0,2867000000.0,3777000000.0,2428000000.0,2430000000.0,2984000000.0,8461000000.0,9835000000.0,8504000000.0,9953000000.0,6726000000.0,4223643000.0,7065344000.0,5677433000.0,4312906000.0,4332270000.0,3231519000.0,2705900000.0,1380718000.0,1934727000.0,1529386000.0,638200000.0,471500000.0,723800000.0,490500000.0,332100000.0,335600000.0,225100000.0,194400000.0,156600000.0,189400000.0,168100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1302000000.0,-2961000000.0,-3904000000.0,-2760000000.0,-1949000000.0,-5178000000.0,-12372000000.0,-11220000000.0,-9531000000.0,-7078000000.0,-4922000000.0,-3631099000.0,-5972846000.0,-4802343000.0,-4140228000.0,-3715856000.0,-2456488000.0,-1594936000.0,-1037368000.0,-1524773000.0,-1010528000.0,-1886200000.0,-699500000.0,-731900000.0,-642100000.0,-1149600000.0,-180000000.0,-439600000.0,-207100000.0,-572100000.0,-37000000.0,-20200000.0
,acquisitionsNet,0.0,0.0,0.0,661000000.0,0.0,854000000.0,1262000000.0,4098000000.0,-3105000000.0,-1813000000.0,-8360000000.0,-310000000.0,-150000000.0,-1025000000.0,-1491000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103863000.0,0.0,-5300000.0,0.0,0.0,0.0,0.0,-5000000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101723000.0,0.0,0.0,0.0,26100000.0,0.0,7200000.0,0.0,6600000.0,0.0,51200000.0,0.0,0.0,0.0
