Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,420950795.9479,437285973.3978,475441900.6479,65691881.0661
Short-term investments,145778437.0478,355753174.1233,8927285.8171,0.0
Cash and short-term investments,566729232.9957,793039147.5211,484369186.465,65691881.0661
Receivables,476007525.3256,278429866.9891,90251835.8531,56092743.7991
Inventories,21856874.0955,23726420.7981,11819006.4795,5837005.084
Total current assets,1133103762.6628,1202588422.0073,685250827.9338,200246032.9687
Property Plant & Equipment Net,298792619.3922,197622430.4716,136429805.6156,96369588.6612
Goodwill and Intangible Assets,88695513.7482,91768440.1451,37540532.7574,37733785.2411
Long-term investments,44135600.5789,19182587.6663,14783153.3477,10067478.0465
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,656517366.136,441687424.4256,221279481.6415,152022954.8606
Total assets,1789621128.7988,1644275846.4329,906530309.5752,352268987.8293
Payables,414469753.9797,362952690.4474,227024334.0533,168610845.7865
Short-term debt,258429956.5847,184947249.0931,67849532.0374,52450469.8814
Total current liabilities,1174170622.2865,963904322.8537,568797120.2304,419622092.1276
Long-term debt,107814.7612,276299.8791,1084953.2037,66245.5708
Total debt,258537771.3459,185223548.9722,68934485.2412,52516715.4522
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,4504052.0984,4884673.5187,67242.6206,0.0
Deposit Liabilities,176444283.6469,137603234.5828,97382145.4284,78508858.4193
Total non-current liabilities,16295947.9016,16451481.2576,1648956.0835,669542.4434
Total liabilities,1190466570.1881,980355804.1112,570446076.3139,420291634.5709
Other comprehensive income,17933863.9653,1864117.2914,21036717.0626,2587428.7475
Retained earnings (deficit),-2231440810.4197,-2250032345.8283,-1966640892.7286,-1239869973.8099
Total shareholders equity,598858900.1447,663817563.4825,-1945011519.0785,-1236648436.2964
Investments,189914037.6266,374935761.7896,23710439.1649,10067478.0465
Net Debt,-308873956.8769,,,
Other Assets,73406367.5832,,,
Other Liabilities,501270911.7221,416004383.3132,273923254.1397,198560776.4597
