date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-156220000.0,-235329000.0,-90733000.0,-159457000.0,-135338000.0,79110000.0,159037000.0,255500000.0,350934000.0,126980000.0,118401000.0
,depreciationAndAmortization,70169000.0,92800000.0,111292000.0,122102000.0,114215000.0,108962000.0,90041000.0,78226000.0,66215000.0,54581000.0,48197000.0
,deferredIncomeTax,-625000.0,727000.0,-14634000.0,62417000.0,-27536000.0,4868000.0,27995000.0,3621000.0,1449000.0,-412000.0,236000.0
,stockBasedCompensation,11010000.0,11280000.0,10621000.0,13825000.0,15978000.0,28600000.0,38368000.0,7220000.0,0.0,0.0,0.0
,changeInWorkingCapital,38214000.0,7134000.0,-49754000.0,40679000.0,907000.0,184774000.0,-25850000.0,-133258000.0,-64770000.0,-47373000.0,-2661000.0
,accountsReceivables,54707000.0,22152000.0,-63654000.0,21271000.0,70388000.0,140657000.0,-43349000.0,-82032000.0,-76729000.0,-72266000.0,-27799000.0
,inventory,-1573000.0,-10694000.0,-2917000.0,12102000.0,27379000.0,41502000.0,-30282000.0,-81983000.0,-15351000.0,-4606000.0,7640000.0
,accountsPayables,-16787000.0,0.0,0.0,7336000.0,-3485000.0,-3035000.0,4991000.0,3355000.0,-533000.0,5274000.0,2581000.0
,otherWorkingCapital,306429000.0,337515000.0,362366000.0,393586000.0,540670000.0,834110000.0,900280000.0,795472000.0,114808000.0,299615000.0,8212000.0
,otherNonCashItems,324000.0,-1151000.0,901000.0,-52182000.0,30045000.0,-5277000.0,235000.0,129000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,39651000.0,27048000.0,-32644000.0,24774000.0,-10831000.0,427758000.0,368860000.0,277431000.0,344776000.0,180710000.0,163414000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-28473000.0,0.0,-36737000.0,-21905000.0,-42127000.0,-99723000.0,-172952000.0,-184504000.0,-180187000.0,-117883000.0,-57263000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-150000000.0,-79000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2252000.0,-20122000.0,-84040000.0,-123048000.0,-1003000.0,-869000.0,-1539000.0,-3955000.0,-5845000.0,-8216000.0,-7374000.0
,salesMaturitiesOfInvestments,2832000.0,46739000.0,143825000.0,53299000.0,11101000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,7859000.0,-512000.0,0.0,-85000.0,-307000.0,0.0,0.0,0.0,3499000.0,-556000.0,-2858000.0
,netCashUsedForInvestingActivites,-20034000.0,-10046000.0,10403000.0,-77709000.0,-178915000.0,-174689000.0,-173643000.0,-137500000.0,-182533000.0,-126655000.0,-69130000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-236000.0,-5627000.0,-5892000.0,-680000.0,-7201000.0,-765000.0,-72000.0,-472070000.0,-36191000.0,-39735000.0,-12659000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711511000.0,0.0,2726000.0,0.0
,commonStockRepurchased,-2780000.0,-1886000.0,-1636000.0,-2901000.0,-3264000.0,-4497000.0,-4801000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,-50154000.0,-79014000.0,-92846000.0,-69312000.0,-116881000.0,-87015000.0,-39965000.0,-67202000.0
,otherFinancingActivites,0.0,-184000.0,-1733000.0,0.0,-8622000.0,-43539000.0,-41565000.0,-12496000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-2082000.0,-5945000.0,-7946000.0,-52471000.0,-96765000.0,-141209000.0,-115750000.0,110234000.0,-107210000.0,-71874000.0,-79261000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-3028000.0,-529000.0,3384000.0,-1105000.0,3678000.0,1145000.0,4940000.0,1837000.0,-737000.0,2305000.0,285000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,14507000.0,10528000.0,-26803000.0,-106511000.0,-282833000.0,113005000.0,84407000.0,252002000.0,54296000.0,-15514000.0,15308000.0
,cashAtEndOfPeriod,211247000.0,196740000.0,186212000.0,213015000.0,319526000.0,602359000.0,489354000.0,404947000.0,152945000.0,98649000.0,114163000.0
,cashAtBeginningOfPeriod,196740000.0,186212000.0,213015000.0,319526000.0,602359000.0,489354000.0,404947000.0,152945000.0,98649000.0,114163000.0,98855000.0
,operatingCashFlow,39651000.0,27048000.0,-32644000.0,24774000.0,-10831000.0,427758000.0,368860000.0,277431000.0,344776000.0,180710000.0,163414000.0
,capitalExpenditure,-28473000.0,-36942000.0,-56471000.0,-21905000.0,-42127000.0,-99723000.0,-172952000.0,-184504000.0,-180187000.0,-117883000.0,-57263000.0
,freeCashFlow,11178000.0,-9894000.0,-89115000.0,2869000.0,-52958000.0,328035000.0,195908000.0,92927000.0,164589000.0,62827000.0,106151000.0
