Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,5503272.449,15357301.5385,34660493.5897,50287587.5876,57335674.7231,26755428.2511
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,5503272.449,15357301.5385,34660493.5897,50287587.5876,57335674.7231,26755428.2511
Receivables,343239.7959,326144.6154,439432.6923,689471.4715,546362.5378,588325.1121
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,6188636.7347,16274423.5897,35995029.9145,51120180.1802,58149076.5358,27549063.9013
Property, Plant & Equipment Net,34586.7347,259383.5897,394544.8718,222792.7928,237086.6062,219635.6502
Goodwill and Intangible Assets,3607387.7551,1670871.7949,1583888.8889,1484004.004,1492970.7956,1662017.9372
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,32991.9436,0.0
Total non-current assets,3889796.9388,2008932.3077,2101059.8291,1744900.9009,1763049.3454,1881653.5874
Total assets,10078433.6735,18283355.8974,38096089.7436,52865081.0811,59912125.8812,29430717.4888
Payables,1873811.2245,1231610.2564,1963672.0085,1206728.7287,3257184.29,1069794.843
Short-term debt,1464693.8776,4658573.3333,2364002.1368,0.0,0.0,15371300.4484
Total current liabilities,4655728.5714,10692966.1538,9569919.8718,6173007.007,4470243.7059,18567909.1928
Long-term debt,0.0,5727484.1026,10845617.5214,0.0,0.0,0.0
Total debt,1464693.8776,10386057.4359,13209619.6581,0.0,0.0,15371300.4484
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,347944.898,183393.8462,210023.5043,327964.965,362938.57,367306.0538
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1698572.449,9808040.0,13416288.4615,1905375.3754,1783480.3625,735402.4664
Total liabilities,6354301.0204,20501006.1538,22986208.3333,8078382.3824,6253724.0685,19303311.6592
Other comprehensive income,-44909.1837,-33894.359,-89256.4103,-63884.8849,-51468.2779,60532.5112
Retained earnings (deficit),-149289181.6327,-139617380.5128,-120025964.7436,-81660393.3934,-52498918.429,-37125211.8834
Total shareholders equity,3724132.6531,-2217650.2564,15109881.4103,44786698.6987,53658401.8127,10127405.8296
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,,,,,,
Other Assets,329487.7551,607553.8461,,,,
Other Liabilities,1317223.4693,4802782.5641,5242245.7265,4966278.2783,1213059.4159,2126813.9014
