Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,35000000.0,32000000.0,30000000.0,42000000.0,83000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,1293000000.0,1287000000.0,1138000000.0,1139000000.0,1123000000.0
Inventories,,,,,
Total current assets,1400000000.0,1384000000.0,1215000000.0,1227000000.0,1288000000.0
Property, Plant & Equipment Net,86000000.0,86000000.0,81000000.0,89000000.0,93000000.0
Goodwill and Intangible Assets,123000000,125000000,89000000,91000000,93000000
Long-term investments,256000000.0,346000000.0,256000000.0,152000000.0,108000000.0
Tax assets,199000000.0,183000000.0,180000000.0,189000000.0,146000000.0
Total non-current assets,914000000.0,994000000.0,814000000.0,712000000.0,630000000.0
Total assets,2314000000.0,2378000000.0,2028000000.0,1940000000.0,1918000000.0
Payables,541000000.0,538000000.0,455000000.0,406000000.0,364000000.0
Short-term debt,2000000.0,10000000.0,000000.0,56000000.0,92000000.0
Total current liabilities,898000000.0,926000000.0,771000000.0,816000000.0,860000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,257000000.0,300000000.0,245000000.0,228000000.0,224000000.0
Total liabilities,1155000000.0,1227000000.0,1016000000.0,1044000000.0,1084000000.0
Other comprehensive income,-17000000.0,131000000.0,59000000.0,61000000.0,51000000.0
Retained earnings (deficit),1138000000.0,984000000.0,924000000.0,814000000.0,767000000.0
Total shareholders equity,1160000000.0,1152000000.0,1012000000.0,895000000.0,834000000.0
Investments,256000000.0,346000000.0,256000000.0,152000000.0,108000000.0
Net Debt,-33000000,-22000000,-30000000,14000000,9000000
Other Assets,76000000,65000000,208000000,191000000,190000000
Other Liabilities,120000000,72000000,42000000,47000000,39000000
