Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,98306000.0,24398000.0,8208663.0
Short-term investments,59218000.0,0.0,0.0
Cash and short-term investments,157524000.0,24398000.0,8208663.0
Receivables,427000.0,0.0,0.0
Inventories,3673000.0,1541000.0,0.0
Total current assets,165340000.0,26919000.0,8728844.0
Property Plant & Equipment Net,2784000.0,1530000.0,1167315.0
Goodwill and Intangible Assets,426000.0,541000.0,655515.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,6566000.0,2493000.0,2127157.0
Total assets,171906000.0,29412000.0,10856001.0
Payables,3436000.0,1616000.0,630306.0
Short-term debt,768000.0,0.0,0.0
Total current liabilities,5887000.0,2405000.0,1484994.0
Long-term debt,19463000.0,135000.0,301512.0
Total debt,20231000.0,135000.0,301512.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,19463000.0,135000.0,301512.0
Total liabilities,28631000.0,2540000.0,1786506.0
Other comprehensive income,243337000,-402000.0,-990553.0
Retained earnings (deficit),-99649000.0,-67166000.0,-49105092.0
Total shareholders equity,143275000.0,-97487000.0,-62581391.0
Investments,59218000.0,0.0,0.0
Net Debt,-78075000.0,-24263000.0,-7907151.0
Other Assets,0.0,980000.0,520181.0
Other Liabilities,3281000.0,789000.0,854688.0
