Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,126778000.0,158082000.0,75400000.0,150456000.0,119456000.0,8532000.0
Short-term investments,140129000.0,168489000.0,272500000.0,265198000.0,0.0,0.0
Cash and short-term investments,266907000.0,326571000.0,347900000.0,415654000.0,119456000.0,8532000.0
Receivables,12037000.0,989000.0,1138000.0,4846000.0,3153000.0,357000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,282976000.0,350131000.0,354764000.0,424504000.0,125221000.0,9356000.0
Property, Plant & Equipment Net,29157000.0,31085000.0,26384000.0,3986000.0,1053000.0,399000.0
Goodwill and Intangible Assets,33469000.0,39830000.0,35485000.0,37869000.0,0.0,0.0
Long-term investments,11434000.0,23614000.0,14474000.0,15391000.0,0.0,0.0
Tax assets,0.0,17495000.0,6319000.0,0.0,0.0,0.0
Total non-current assets,74528000.0,94997000.0,83847000.0,57321000.0,1241000.0,524000.0
Total assets,357504000.0,445128000.0,438611000.0,481825000.0,126462000.0,9880000.0
Payables,1457000.0,1150000.0,2206000.0,5086000.0,5030000.0,763000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,11583000.0
Total current liabilities,30517000.0,41401000.0,30632000.0,31066000.0,44215000.0,14431000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,1406000.0
Total debt,0.0,0.0,0.0,0.0,0.0,12989000.0
Deferred revenue,188671000.0,163071000.0,178015000.0,193083000.0,36019000.0,57000.0
Tax Liabilities,6104000.0,6538000.0,5869000.0,7350000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,191676000.0,166254000.0,180759000.0,189137000.0,3581000.0,1983000.0
Total liabilities,222193000.0,207655000.0,211391000.0,220203000.0,47796000.0,16414000.0
Other comprehensive income,940000.0,1893000.0,-1684000.0,-339000.0,0.0,0.0
Retained earnings (deficit),-404532000.0,-283863000.0,-192000000.0,-100852000.0,-61643000.0,-44629000.0
Total shareholders equity,135311000.0,237473000.0,227220000.0,261622000.0,-61297000.0,-38758000.0
Investments,151563000.0,192103000.0,286974000.0,280589000.0,0.0,0.0
Net Debt,-266907000.0,-326571000.0,-347900000.0,-415654000.0,-119456000.0,4457000.0
Other Assets,4032000.0,22571000.0,5726000.0,4004000.0,2612000.0,467000.0
Other Liabilities,29060000.0,40251000.0,28426000.0,25980000.0,39185000.0,2085000.0
