date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,63900000.0,87100000.0,205000000.0,354500000.0,43300000.0,-173600000.0,99200000.0,-102000000.0,218500000.0,321000000.0,130600000.0,-34700000.0,9000000.0,-66700000.0,81969000.0,71006000.0,314853000.0,87549000.0,66400000.0
,depreciationAndAmortization,64600000.0,54900000.0,49700000.0,41200000.0,40500000.0,42100000.0,49200000.0,50200000.0,47800000.0,47500000.0,44700000.0,47000000.0,51300000.0,48900000.0,44253000.0,43539000.0,44053000.0,39421000.0,0.0
,deferredIncomeTax,-3200000.0,6500000.0,27300000.0,-151600000.0,7700000.0,138500000.0,19600000.0,-67900000.0,22600000.0,63800000.0,-23800000.0,-21900000.0,-10600000.0,104800000.0,-28202000.0,26467000.0,-263314000.0,36489000.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-27700000.0,7400000.0,-116000000.0,19800000.0,-14300000.0,15200000.0,-102100000.0,212900000.0,-193400000.0,-148900000.0,-32000000.0,84100000.0,-47200000.0,2000000.0,-32160000.0,-38495000.0,43544000.0,-52578000.0,0.0
,accountsReceivables,-4000000.0,0.0,0.0,-52700000.0,-37400000.0,20100000.0,-27800000.0,24800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,13300000.0,-7100000.0,-135500000.0,-4900000.0,38800000.0,-9500000.0,-52300000.0,222200000.0,-184800000.0,-183800000.0,7100000.0,99400000.0,-93900000.0,5700000.0,-6102000.0,-47922000.0,48237000.0,-26041000.0,0.0
,accountsPayables,-33200000.0,24600000.0,16400000.0,20700000.0,-12900000.0,-12000000.0,-21100000.0,9100000.0,-56200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-100000.0,-3600000.0,-300000.0,55800000.0,-1300000.0,18200000.0,-500000.0,-44000000.0,51300000.0,-31400000.0,12500000.0,500000.0,9800000.0,-4400000.0,1724000.0,-2606000.0,-2192000.0,0.0,0.0
,otherNonCashItems,900000.0,-6800000.0,2800000.0,-900000.0,3000000.0,6300000.0,10700000.0,8200000.0,-5700000.0,4800000.0,5400000.0,11800000.0,-4900000.0,2500000.0,1147000.0,2854000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,102500000.0,160300000.0,188500000.0,276100000.0,89600000.0,52100000.0,87700000.0,130400000.0,76900000.0,295600000.0,126000000.0,86300000.0,2700000.0,90000000.0,71927000.0,97826000.0,151005000.0,107681000.0,111100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68100000.0,-47300000.0,-50936000.0,-43366000.0,-39295000.0,-35245000.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-316000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91100000.0,251000000.0,0.0,0.0,0.0,0.0,0.0,129000.0,0.0,0.0,0.0
,otherInvestingActivites,-61300000.0,-52500000.0,-42700000.0,-77900000.0,-53000000.0,-46800000.0,-54000000.0,-68200000.0,58700000.0,-153100000.0,-145800000.0,-23700000.0,0.0,-100000.0,15000.0,3579000.0,-546000.0,-173000.0,-34600000.0
,netCashUsedForInvestingActivites,-61300000.0,-52500000.0,-42700000.0,-77900000.0,-53000000.0,-46800000.0,-54000000.0,-68200000.0,149800000.0,-218100000.0,-145800000.0,-23700000.0,-68100000.0,-47400000.0,-50921000.0,-39658000.0,-39841000.0,-35418000.0,-34600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1100000.0,-1500000.0,-1500000.0,-594300000.0,-270000000.0,-3900000.0,-265200000.0,-588700000.0,-523800000.0,-288100000.0,-256200000.0,-333700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-1000000.0,-3000000.0,0.0,0.0,0.0,0.0,0.0,-700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-83200000.0,-83400000.0,-78800000.0,-69500000.0,-69500000.0,-69500000.0,-69500000.0,-69500000.0,-69500000.0,-124600000.0,-14500000.0,0.0,-49000000.0,-49000000.0,-48952000.0,-48949000.0,-48945000.0,-7000000.0,0.0
,otherFinancingActivites,0.0,0.0,-100000.0,722600000.0,266200000.0,1300000.0,424300000.0,366600000.0,565200000.0,113100000.0,228200000.0,283900000.0,59300000.0,9200000.0,13966000.0,4175000.0,-59805000.0,-54814000.0,-93900000.0
,netCashUsedProvidedByFinancingActivities,-85300000.0,-87900000.0,-80400000.0,58800000.0,-73300000.0,-72100000.0,89600000.0,-292300000.0,-28100000.0,-299600000.0,295100000.0,-49800000.0,10300000.0,-39800000.0,-34986000.0,-44774000.0,-108750000.0,-61814000.0,-93900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
