date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,13800000.0,-2300000.0,-14400000.0,14400000.0,-5300000.0,-8400000.0,-9400000.0,1200000.0,1600000.0,-100000.0,-1700000.0,4700000.0,-3500000.0,6100000.0,5219000.0,-2155000.0,2500000.0,4742000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-30300000.0,17600000.0,51000000.0,271400000.0,-42000000.0,-75200000.0,113900000.0,-228900000.0,200200000.0,-222200000.0,273600000.0,17500000.0,-58600000.0,8900000.0,-8761000.0,11239000.0,4914000.0,15191000.0,0.0
,cashAtEndOfPeriod,362000000.0,392300000.0,374700000.0,323700000.0,52300000.0,92500000.0,167700000.0,53800000.0,282700000.0,82500000.0,304700000.0,31100000.0,13600000.0,72200000.0,63268000.0,72029000.0,60790000.0,55876000.0,0.0
,cashAtBeginningOfPeriod,392300000.0,374700000.0,323700000.0,52300000.0,94300000.0,167700000.0,53800000.0,282700000.0,82500000.0,304700000.0,31100000.0,13600000.0,72200000.0,63300000.0,72029000.0,60790000.0,55876000.0,40685000.0,0.0
,operatingCashFlow,102500000.0,160300000.0,188500000.0,276100000.0,89600000.0,52100000.0,87700000.0,130400000.0,76900000.0,295600000.0,126000000.0,86300000.0,2700000.0,90000000.0,71927000.0,97826000.0,151005000.0,107681000.0,111100000.0
,capitalExpenditure,-62800000.0,-55100000.0,-56300000.0,-64300000.0,-53000000.0,-47100000.0,-61200000.0,-67600000.0,-74800000.0,-68600000.0,-37700000.0,-23700000.0,-68100000.0,-47300000.0,-50936000.0,-43366000.0,-39295000.0,-35245000.0,0.0
,freeCashFlow,39700000.0,105200000.0,132200000.0,211800000.0,36600000.0,5000000.0,26500000.0,62800000.0,2100000.0,227000000.0,88300000.0,62600000.0,-65400000.0,42700000.0,20991000.0,54460000.0,111710000.0,72436000.0,111100000.0
