date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,commonStockRepurchased,0.0,0.0,-657000000.0,-123000000.0,-8000000.0,-41000000.0,-304000000.0,-228000000.0,-18000000.0,-48000000.0,-5000000.0,-3000000.0,-1000000.0,-55000000.0,-23000000.0,-25000000.0,0.0,0.0,0.0,0.0,-44000000.0,-19000000.0,-1000000.0,0.0
,dividendsPaid,-178000000.0,-174000000.0,-182000000.0,-165000000.0,-141000000.0,-126000000.0,-128000000.0,-112000000.0,-69000000.0,-50000000.0,-45000000.0,-45000000.0,-42000000.0,-33000000.0,-26000000.0,-22000000.0,-23000000.0,-20000000.0,-19000000.0,-23000000.0,-14000000.0,-13000000.0,-3000000.0,0.0
,otherFinancingActivites,-9000000.0,0.0,0.0,0.0,-6000000.0,8000000.0,6000000.0,5000000.0,6000000.0,6000000.0,-29000000.0,1000000.0,5000000.0,4000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,-23000000.0,7000000.0,21000000.0,-29000000.0
,netCashUsedProvidedByFinancingActivities,143000000.0,-364000000.0,-589000000.0,-375000000.0,0.0,-116000000.0,-388000000.0,-353000000.0,-197000000.0,86000000.0,1155000000.0,-375000000.0,230000000.0,15000000.0,-6000000.0,-91000000.0,13000000.0,-73000000.0,-159000000.0,27000000.0,50000000.0,75000000.0,-79000000.0,-29000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-5000000.0,-21000000.0,15000000.0,-4000000.0,-67000000.0,-43000000.0,-27000000.0,-5000000.0,-14000000.0,6000000.0,2000000.0,0.0,3000000.0,1000000.0,2000000.0,1000000.0,1000000.0,-3000000.0,-3000000.0,0.0,3000000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,401000000.0,-63000000.0,-268000000.0,83000000.0,78000000.0,-146000000.0,6000000.0,-35000000.0,208000000.0,99000000.0,127000000.0,68000000.0,-68000000.0,44000000.0,15000000.0,15000000.0,31000000.0,34000000.0,-29000000.0,24000000.0,0.0,5000000.0,0.0,0.0
,cashAtEndOfPeriod,665000000.0,264000000.0,327000000.0,595000000.0,512000000.0,434000000.0,580000000.0,574000000.0,609000000.0,401000000.0,302000000.0,175000000.0,107000000.0,175000000.0,131000000.0,116000000.0,101000000.0,70000000.0,36000000.0,65000000.0,41000000.0,41000000.0,0.0,0.0
,cashAtBeginningOfPeriod,264000000.0,327000000.0,595000000.0,512000000.0,434000000.0,580000000.0,574000000.0,609000000.0,401000000.0,302000000.0,175000000.0,107000000.0,175000000.0,131000000.0,116000000.0,101000000.0,70000000.0,36000000.0,65000000.0,41000000.0,41000000.0,36000000.0,85000000.0,32000000.0
,operatingCashFlow,829000000.0,680000000.0,703000000.0,769000000.0,771000000.0,686000000.0,731000000.0,619000000.0,732000000.0,300000000.0,394000000.0,586000000.0,-79000000.0,258000000.0,230000000.0,245000000.0,166000000.0,236000000.0,206000000.0,171000000.0,212000000.0,198000000.0,90000000.0,215000000.0
,capitalExpenditure,-340000000.0,-328000000.0,-350000000.0,-314000000.0,-284000000.0,-280000000.0,-276000000.0,-298000000.0,-313000000.0,-263000000.0,-159000000.0,-146000000.0,-228000000.0,-177000000.0,-171000000.0,-143000000.0,-104000000.0,-83000000.0,-78000000.0,-94000000.0,-143000000.0,-280000000.0,-122000000.0,-116000000.0
,freeCashFlow,489000000.0,352000000.0,353000000.0,455000000.0,487000000.0,406000000.0,455000000.0,321000000.0,419000000.0,37000000.0,235000000.0,440000000.0,-307000000.0,81000000.0,59000000.0,102000000.0,62000000.0,153000000.0,128000000.0,77000000.0,69000000.0,-82000000.0,-32000000.0,99000000.0
