Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,181755.0,438432.0,72700.0,402059.0,455841.0,103634.0,633022.0,1192805.0
Short-term investments,5272998.0,5011607.0,50001.0,4025104.0,9264961.0,0.0,225000.0,148900.0
Cash and short-term investments,5454753.0,5450039.0,122701.0,4427163.0,9720802.0,103634.0,858022.0,1341705.0
Receivables,176326.0,964671.0,601271.0,609195.0,2018290.0,2076754.0,565723.0,490825.0
Inventories,585267.0,947612.0,2036521.0,1131654.0,905116.0,1025104.0,987853.0,685675.0
Total current assets,6670128.0,7775899.0,3186944.0,6481068.0,13059733.0,3369382.0,2479496.0,2602772.0
Property Plant & Equipment Net,83456.0,235113.0,259392.0,251145.0,201483.0,267321.0,240014.0,341433.0
Goodwill and Intangible Assets,243411.0,1130667.0,1301775.0,1472883.0,2176065.0,2434637.0,2693209.0,2951781.0
Long-term investments,5272998.0,8940000.0,2300000.0,0.0,1209309.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1137125.0,1561991.0,1898163.0,1790841.0,3591139.0,2706240.0,2937795.0,3297786.0
Total assets,7807253.0,9337890.0,5085107.0,8271909.0,16650872.0,6075622.0,5417291.0,5900558.0
Payables,1973500.0,1745216.0,1463363.0,1668731.0,1538430.0,1006999.0,1141046.0,714783.0
Short-term debt,549609.0,670.0,14664.0,0.0,0.0,307500.0,0.0,0.0
Total current liabilities,2523109.0,1785037.0,1697430.0,1668731.0,1843986.0,1647832.0,2113268.0,714783.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,549609.0,670.0,14664.0,0.0,0.0,307500.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,166667.0,305556.0,638889.0,972222.0,0.0
Tax Liabilities,0.0,0.0,0.0,269344.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,0.0,0.0,0.0,305556.0,0.0,0.0
Total liabilities,1973500.0,1785037.0,1697430.0,1668731.0,1843986.0,1953388.0,2113268.0,714783.0
Other comprehensive income,0.0,1751531,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-115694881.0,-104845847.0,-97479537.0,-94175999.0,-84864086.0,-81721126.0,-80194353.0,-77636533.0
Total shareholders equity,5833753.0,7552853.0,3387677.0,6603178.0,14806886.0,4122234.0,3304023.0,5185775.0
Investments,10545996.0,13951607.0,2350001.0,4025104.0,10474270.0,0.0,225000.0,148900.0
Net Debt,367854.0,-437762.0,-58036.0,-402059.0,-455841.0,203866.0,-858022.0,-1341705.0
Other Assets,0.0,0.0,0.0,0.0,0.0,163890.0,67898.0,84567.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,333333.0,972222.0,0.0
